product_0,product_1,reactant_0,reactant_1,reaction
[n-]1o[nH+]nc1=O,O=C1[N]N=NO1,[N-]1O[N+]=NC1=O,O=c1onn[nH]1,rxn_3405
Oc1nonn1,O=C1ON=[C]O1,[O]c1nonn1,O=c1onco1,rxn_3406
O=c1nno[nH]1,O=C1ON=[C]O1,[N]1ON=NC1=O,O=c1onco1,rxn_3407
[n-]1on[nH+]c1=O,O=C1ON=[C]O1,[N-]1ON=[N+]C1=O,O=c1onco1,rxn_3408
[n-]1o[nH+]nc1=O,O=C1ON=[C]O1,[N-]1O[N+]=NC1=O,O=c1onco1,rxn_3409
Oc1nonn1,[N-]1ON=[N+]=C1[O],[O]c1nonn1,[N-]1ON=[N+]=C1O,rxn_3410
O=c1nno[nH]1,[O]c1nonn1,[N]1ON=NC1=O,Oc1nonn1,rxn_3411
[n-]1on[nH+]c1=O,[O]c1nonn1,[N-]1ON=[N+]C1=O,Oc1nonn1,rxn_3412
[n-]1o[nH+]nc1=O,[O]c1nonn1,[N-]1O[N+]=NC1=O,Oc1nonn1,rxn_3413
Oc1nonn1,[C]#CC(F)(F)F,[O]c1nonn1,C#CC(F)(F)F,rxn_3414
O=c1nno[nH]1,[C]#CC(F)(F)F,[N]1ON=NC1=O,C#CC(F)(F)F,rxn_3415
[n-]1on[nH+]c1=O,[C]#CC(F)(F)F,[N-]1ON=[N+]C1=O,C#CC(F)(F)F,rxn_3416
[n-]1o[nH+]nc1=O,[C]#CC(F)(F)F,[N-]1O[N+]=NC1=O,C#CC(F)(F)F,rxn_3417
Oc1nonn1,O=[C]C(F)(F)F,[O]c1nonn1,O=CC(F)(F)F,rxn_3418
O=c1nno[nH]1,O=[C]C(F)(F)F,[N]1ON=NC1=O,O=CC(F)(F)F,rxn_3419
[n-]1on[nH+]c1=O,O=[C]C(F)(F)F,[N-]1ON=[N+]C1=O,O=CC(F)(F)F,rxn_3420
[n-]1o[nH+]nc1=O,O=[C]C(F)(F)F,[N-]1O[N+]=NC1=O,O=CC(F)(F)F,rxn_3421
Oc1nonn1,O=[C]C(Cl)(Cl)Cl,[O]c1nonn1,O=CC(Cl)(Cl)Cl,rxn_3422
O=c1nno[nH]1,O=[C]C(Cl)(Cl)Cl,[N]1ON=NC1=O,O=CC(Cl)(Cl)Cl,rxn_3423
[n-]1on[nH+]c1=O,O=[C]C(Cl)(Cl)Cl,[N-]1ON=[N+]C1=O,O=CC(Cl)(Cl)Cl,rxn_3424
[n-]1o[nH+]nc1=O,O=[C]C(Cl)(Cl)Cl,[N-]1O[N+]=NC1=O,O=CC(Cl)(Cl)Cl,rxn_3425
Oc1nonn1,O=[C]C(Br)(Br)Br,[O]c1nonn1,O=CC(Br)(Br)Br,rxn_3426
O=c1nno[nH]1,O=[C]C(Br)(Br)Br,[N]1ON=NC1=O,O=CC(Br)(Br)Br,rxn_3427
[n-]1on[nH+]c1=O,O=[C]C(Br)(Br)Br,[N-]1ON=[N+]C1=O,O=CC(Br)(Br)Br,rxn_3428
[n-]1o[nH+]nc1=O,O=[C]C(Br)(Br)Br,[N-]1O[N+]=NC1=O,O=CC(Br)(Br)Br,rxn_3429
Brc1ncnnn1,[CH3],BrC1=NN=N[C]=N1,C,rxn_3430
BrC1=NNN=C=N1,[CH3],BrC1=N[N]N=C=N1,C,rxn_3431
BrC1N=NN=C=N1,[CH3],Br[C]1N=NN=C=N1,C,rxn_3432
[N-]1N=C=NC(=[NH+]1)Br,[CH3],[N-]1N=C=NC(=[N+]1)Br,C,rxn_3433
BrC1=N[N-][NH+]=C=N1,[CH3],BrC1=N[N-][N+]=C=N1,C,rxn_3434
[N-]1N=C(Br)NC#[N+]1,[CH3],[N-]1N=C(Br)[N]C#[N+]1,C,rxn_3435
Brc1ncnnn1,[NH2],BrC1=NN=N[C]=N1,N,rxn_3436
BrC1=NNN=C=N1,[NH2],BrC1=N[N]N=C=N1,N,rxn_3437
BrC1N=NN=C=N1,[NH2],Br[C]1N=NN=C=N1,N,rxn_3438
[N-]1N=C=NC(=[NH+]1)Br,[NH2],[N-]1N=C=NC(=[N+]1)Br,N,rxn_3439
BrC1=N[N-][NH+]=C=N1,[NH2],BrC1=N[N-][N+]=C=N1,N,rxn_3440
[N-]1N=C(Br)NC#[N+]1,[NH2],[N-]1N=C(Br)[N]C#[N+]1,N,rxn_3441
Brc1ncnnn1,[OH],BrC1=NN=N[C]=N1,O,rxn_3442
BrC1=NNN=C=N1,[OH],BrC1=N[N]N=C=N1,O,rxn_3443
BrC1N=NN=C=N1,[OH],Br[C]1N=NN=C=N1,O,rxn_3444
[N-]1N=C=NC(=[NH+]1)Br,[OH],[N-]1N=C=NC(=[N+]1)Br,O,rxn_3445
BrC1=N[N-][NH+]=C=N1,[OH],BrC1=N[N-][N+]=C=N1,O,rxn_3446
[N-]1N=C(Br)NC#[N+]1,[OH],[N-]1N=C(Br)[N]C#[N+]1,O,rxn_3447
Brc1ncnnn1,[C]#C,BrC1=NN=N[C]=N1,C#C,rxn_3448
BrC1=NNN=C=N1,[C]#C,BrC1=N[N]N=C=N1,C#C,rxn_3449
BrC1N=NN=C=N1,[C]#C,Br[C]1N=NN=C=N1,C#C,rxn_3450
[N-]1N=C=NC(=[NH+]1)Br,[C]#C,[N-]1N=C=NC(=[N+]1)Br,C#C,rxn_3451
BrC1=N[N-][NH+]=C=N1,[C]#C,BrC1=N[N-][N+]=C=N1,C#C,rxn_3452
[N-]1N=C(Br)NC#[N+]1,[C]#C,[N-]1N=C(Br)[N]C#[N+]1,C#C,rxn_3453
Brc1ncnnn1,[C]#N,BrC1=NN=N[C]=N1,C#N,rxn_3454
BrC1=NNN=C=N1,[C]#N,BrC1=N[N]N=C=N1,C#N,rxn_3455
BrC1N=NN=C=N1,[C]#N,Br[C]1N=NN=C=N1,C#N,rxn_3456
[N-]1N=C=NC(=[NH+]1)Br,[C]#N,[N-]1N=C=NC(=[N+]1)Br,C#N,rxn_3457
BrC1=N[N-][NH+]=C=N1,[C]#N,BrC1=N[N-][N+]=C=N1,C#N,rxn_3458
[N-]1N=C(Br)NC#[N+]1,[C]#N,[N-]1N=C(Br)[N]C#[N+]1,C#N,rxn_3459
Brc1ncnnn1,[CH]=O,BrC1=NN=N[C]=N1,C=O,rxn_3460
BrC1=NNN=C=N1,[CH]=O,BrC1=N[N]N=C=N1,C=O,rxn_3461
BrC1N=NN=C=N1,[CH]=O,Br[C]1N=NN=C=N1,C=O,rxn_3462
[N-]1N=C=NC(=[NH+]1)Br,[CH]=O,[N-]1N=C=NC(=[N+]1)Br,C=O,rxn_3463
BrC1=N[N-][NH+]=C=N1,[CH]=O,BrC1=N[N-][N+]=C=N1,C=O,rxn_3464
[N-]1N=C(Br)NC#[N+]1,[CH]=O,[N-]1N=C(Br)[N]C#[N+]1,C=O,rxn_3465
Brc1ncnnn1,C[O],BrC1=NN=N[C]=N1,CO,rxn_3466
Brc1ncnnn1,[CH2]O,BrC1=NN=N[C]=N1,CO,rxn_3467
BrC1=NNN=C=N1,C[O],BrC1=N[N]N=C=N1,CO,rxn_3468
BrC1=NNN=C=N1,[CH2]O,BrC1=N[N]N=C=N1,CO,rxn_3469
BrC1N=NN=C=N1,C[O],Br[C]1N=NN=C=N1,CO,rxn_3470
BrC1N=NN=C=N1,[CH2]O,Br[C]1N=NN=C=N1,CO,rxn_3471
[N-]1N=C=NC(=[NH+]1)Br,C[O],[N-]1N=C=NC(=[N+]1)Br,CO,rxn_3472
[N-]1N=C=NC(=[NH+]1)Br,[CH2]O,[N-]1N=C=NC(=[N+]1)Br,CO,rxn_3473
BrC1=N[N-][NH+]=C=N1,C[O],BrC1=N[N-][N+]=C=N1,CO,rxn_3474
BrC1=N[N-][NH+]=C=N1,[CH2]O,BrC1=N[N-][N+]=C=N1,CO,rxn_3475
[N-]1N=C(Br)NC#[N+]1,C[O],[N-]1N=C(Br)[N]C#[N+]1,CO,rxn_3476
[N-]1N=C(Br)NC#[N+]1,[CH2]O,[N-]1N=C(Br)[N]C#[N+]1,CO,rxn_3477
Brc1ncnnn1,C#C[CH2],BrC1=NN=N[C]=N1,C#CC,rxn_3478
Brc1ncnnn1,[C]#CC,BrC1=NN=N[C]=N1,C#CC,rxn_3479
BrC1=NNN=C=N1,C#C[CH2],BrC1=N[N]N=C=N1,C#CC,rxn_3480
BrC1=NNN=C=N1,[C]#CC,BrC1=N[N]N=C=N1,C#CC,rxn_3481
BrC1N=NN=C=N1,C#C[CH2],Br[C]1N=NN=C=N1,C#CC,rxn_3482
BrC1N=NN=C=N1,[C]#CC,Br[C]1N=NN=C=N1,C#CC,rxn_3483
[N-]1N=C=NC(=[NH+]1)Br,C#C[CH2],[N-]1N=C=NC(=[N+]1)Br,C#CC,rxn_3484
[N-]1N=C=NC(=[NH+]1)Br,[C]#CC,[N-]1N=C=NC(=[N+]1)Br,C#CC,rxn_3485
BrC1=N[N-][NH+]=C=N1,C#C[CH2],BrC1=N[N-][N+]=C=N1,C#CC,rxn_3486
BrC1=N[N-][NH+]=C=N1,[C]#CC,BrC1=N[N-][N+]=C=N1,C#CC,rxn_3487
[N-]1N=C(Br)NC#[N+]1,C#C[CH2],[N-]1N=C(Br)[N]C#[N+]1,C#CC,rxn_3488
[N-]1N=C(Br)NC#[N+]1,[C]#CC,[N-]1N=C(Br)[N]C#[N+]1,C#CC,rxn_3489
Brc1ncnnn1,[CH2]C#N,BrC1=NN=N[C]=N1,CC#N,rxn_3490
BrC1=NNN=C=N1,[CH2]C#N,BrC1=N[N]N=C=N1,CC#N,rxn_3491
BrC1N=NN=C=N1,[CH2]C#N,Br[C]1N=NN=C=N1,CC#N,rxn_3492
[N-]1N=C=NC(=[NH+]1)Br,[CH2]C#N,[N-]1N=C=NC(=[N+]1)Br,CC#N,rxn_3493
BrC1=N[N-][NH+]=C=N1,[CH2]C#N,BrC1=N[N-][N+]=C=N1,CC#N,rxn_3494
[N-]1N=C(Br)NC#[N+]1,[CH2]C#N,[N-]1N=C(Br)[N]C#[N+]1,CC#N,rxn_3495
Brc1ncnnn1,[CH2]C=O,BrC1=NN=N[C]=N1,CC=O,rxn_3496
Brc1ncnnn1,C[C]=O,BrC1=NN=N[C]=N1,CC=O,rxn_3497
BrC1=NNN=C=N1,[CH2]C=O,BrC1=N[N]N=C=N1,CC=O,rxn_3498
BrC1=NNN=C=N1,C[C]=O,BrC1=N[N]N=C=N1,CC=O,rxn_3499
BrC1N=NN=C=N1,[CH2]C=O,Br[C]1N=NN=C=N1,CC=O,rxn_3500
BrC1N=NN=C=N1,C[C]=O,Br[C]1N=NN=C=N1,CC=O,rxn_3501
[N-]1N=C=NC(=[NH+]1)Br,[CH2]C=O,[N-]1N=C=NC(=[N+]1)Br,CC=O,rxn_3502
[N-]1N=C=NC(=[NH+]1)Br,C[C]=O,[N-]1N=C=NC(=[N+]1)Br,CC=O,rxn_3503
BrC1=N[N-][NH+]=C=N1,[CH2]C=O,BrC1=N[N-][N+]=C=N1,CC=O,rxn_3504
BrC1=N[N-][NH+]=C=N1,C[C]=O,BrC1=N[N-][N+]=C=N1,CC=O,rxn_3505
[N-]1N=C(Br)NC#[N+]1,[CH2]C=O,[N-]1N=C(Br)[N]C#[N+]1,CC=O,rxn_3506
[N-]1N=C(Br)NC#[N+]1,C[C]=O,[N-]1N=C(Br)[N]C#[N+]1,CC=O,rxn_3507
Brc1ncnnn1,[NH]C=O,BrC1=NN=N[C]=N1,NC=O,rxn_3508
Brc1ncnnn1,N[C]=O,BrC1=NN=N[C]=N1,NC=O,rxn_3509
BrC1=NNN=C=N1,[NH]C=O,BrC1=N[N]N=C=N1,NC=O,rxn_3510
BrC1=NNN=C=N1,N[C]=O,BrC1=N[N]N=C=N1,NC=O,rxn_3511
BrC1N=NN=C=N1,[NH]C=O,Br[C]1N=NN=C=N1,NC=O,rxn_3512
BrC1N=NN=C=N1,N[C]=O,Br[C]1N=NN=C=N1,NC=O,rxn_3513
[N-]1N=C=NC(=[NH+]1)Br,[NH]C=O,[N-]1N=C=NC(=[N+]1)Br,NC=O,rxn_3514
[N-]1N=C=NC(=[NH+]1)Br,N[C]=O,[N-]1N=C=NC(=[N+]1)Br,NC=O,rxn_3515
BrC1=N[N-][NH+]=C=N1,[NH]C=O,BrC1=N[N-][N+]=C=N1,NC=O,rxn_3516
BrC1=N[N-][NH+]=C=N1,N[C]=O,BrC1=N[N-][N+]=C=N1,NC=O,rxn_3517
[N-]1N=C(Br)NC#[N+]1,[NH]C=O,[N-]1N=C(Br)[N]C#[N+]1,NC=O,rxn_3518
[N-]1N=C(Br)NC#[N+]1,N[C]=O,[N-]1N=C(Br)[N]C#[N+]1,NC=O,rxn_3519
Brc1ncnnn1,[CH]1CO1,BrC1=NN=N[C]=N1,C1CO1,rxn_3520
BrC1=NNN=C=N1,[CH]1CO1,BrC1=N[N]N=C=N1,C1CO1,rxn_3521
BrC1N=NN=C=N1,[CH]1CO1,Br[C]1N=NN=C=N1,C1CO1,rxn_3522
[N-]1N=C=NC(=[NH+]1)Br,[CH]1CO1,[N-]1N=C=NC(=[N+]1)Br,C1CO1,rxn_3523
BrC1=N[N-][NH+]=C=N1,[CH]1CO1,BrC1=N[N-][N+]=C=N1,C1CO1,rxn_3524
[N-]1N=C(Br)NC#[N+]1,[CH]1CO1,[N-]1N=C(Br)[N]C#[N+]1,C1CO1,rxn_3525
Brc1ncnnn1,[C]#CC#C,BrC1=NN=N[C]=N1,C#CC#C,rxn_3526
BrC1=NNN=C=N1,[C]#CC#C,BrC1=N[N]N=C=N1,C#CC#C,rxn_3527
BrC1N=NN=C=N1,[C]#CC#C,Br[C]1N=NN=C=N1,C#CC#C,rxn_3528
[N-]1N=C=NC(=[NH+]1)Br,[C]#CC#C,[N-]1N=C=NC(=[N+]1)Br,C#CC#C,rxn_3529
BrC1=N[N-][NH+]=C=N1,[C]#CC#C,BrC1=N[N-][N+]=C=N1,C#CC#C,rxn_3530
[N-]1N=C(Br)NC#[N+]1,[C]#CC#C,[N-]1N=C(Br)[N]C#[N+]1,C#CC#C,rxn_3531
Brc1ncnnn1,[C]#CC#N,BrC1=NN=N[C]=N1,C#CC#N,rxn_3532
BrC1=NNN=C=N1,[C]#CC#N,BrC1=N[N]N=C=N1,C#CC#N,rxn_3533
BrC1N=NN=C=N1,[C]#CC#N,Br[C]1N=NN=C=N1,C#CC#N,rxn_3534
[N-]1N=C=NC(=[NH+]1)Br,[C]#CC#N,[N-]1N=C=NC(=[N+]1)Br,C#CC#N,rxn_3535
BrC1=N[N-][NH+]=C=N1,[C]#CC#N,BrC1=N[N-][N+]=C=N1,C#CC#N,rxn_3536
[N-]1N=C(Br)NC#[N+]1,[C]#CC#N,[N-]1N=C(Br)[N]C#[N+]1,C#CC#N,rxn_3537
Brc1ncnnn1,C#C[C]=O,BrC1=NN=N[C]=N1,C#CC=O,rxn_3538
Brc1ncnnn1,[C]#CC=O,BrC1=NN=N[C]=N1,C#CC=O,rxn_3539
BrC1=NNN=C=N1,C#C[C]=O,BrC1=N[N]N=C=N1,C#CC=O,rxn_3540
BrC1=NNN=C=N1,[C]#CC=O,BrC1=N[N]N=C=N1,C#CC=O,rxn_3541
BrC1N=NN=C=N1,C#C[C]=O,Br[C]1N=NN=C=N1,C#CC=O,rxn_3542
BrC1N=NN=C=N1,[C]#CC=O,Br[C]1N=NN=C=N1,C#CC=O,rxn_3543
[N-]1N=C=NC(=[NH+]1)Br,C#C[C]=O,[N-]1N=C=NC(=[N+]1)Br,C#CC=O,rxn_3544
[N-]1N=C=NC(=[NH+]1)Br,[C]#CC=O,[N-]1N=C=NC(=[N+]1)Br,C#CC=O,rxn_3545
BrC1=N[N-][NH+]=C=N1,C#C[C]=O,BrC1=N[N-][N+]=C=N1,C#CC=O,rxn_3546
BrC1=N[N-][NH+]=C=N1,[C]#CC=O,BrC1=N[N-][N+]=C=N1,C#CC=O,rxn_3547
[N-]1N=C(Br)NC#[N+]1,C#C[C]=O,[N-]1N=C(Br)[N]C#[N+]1,C#CC=O,rxn_3548
[N-]1N=C(Br)NC#[N+]1,[C]#CC=O,[N-]1N=C(Br)[N]C#[N+]1,C#CC=O,rxn_3549
Brc1ncnnn1,O=[C]C#N,BrC1=NN=N[C]=N1,O=CC#N,rxn_3550
BrC1=NNN=C=N1,O=[C]C#N,BrC1=N[N]N=C=N1,O=CC#N,rxn_3551
BrC1N=NN=C=N1,O=[C]C#N,Br[C]1N=NN=C=N1,O=CC#N,rxn_3552
[N-]1N=C=NC(=[NH+]1)Br,O=[C]C#N,[N-]1N=C=NC(=[N+]1)Br,O=CC#N,rxn_3553
BrC1=N[N-][NH+]=C=N1,O=[C]C#N,BrC1=N[N-][N+]=C=N1,O=CC#N,rxn_3554
[N-]1N=C(Br)NC#[N+]1,O=[C]C#N,[N-]1N=C(Br)[N]C#[N+]1,O=CC#N,rxn_3555
Brc1ncnnn1,O=[C]C=O,BrC1=NN=N[C]=N1,O=CC=O,rxn_3556
BrC1=NNN=C=N1,O=[C]C=O,BrC1=N[N]N=C=N1,O=CC=O,rxn_3557
BrC1N=NN=C=N1,O=[C]C=O,Br[C]1N=NN=C=N1,O=CC=O,rxn_3558
[N-]1N=C=NC(=[NH+]1)Br,O=[C]C=O,[N-]1N=C=NC(=[N+]1)Br,O=CC=O,rxn_3559
BrC1=N[N-][NH+]=C=N1,O=[C]C=O,BrC1=N[N-][N+]=C=N1,O=CC=O,rxn_3560
[N-]1N=C(Br)NC#[N+]1,O=[C]C=O,[N-]1N=C(Br)[N]C#[N+]1,O=CC=O,rxn_3561
Brc1ncnnn1,[O]CC#N,BrC1=NN=N[C]=N1,OCC#N,rxn_3562
Brc1ncnnn1,O[CH]C#N,BrC1=NN=N[C]=N1,OCC#N,rxn_3563
BrC1=NNN=C=N1,[O]CC#N,BrC1=N[N]N=C=N1,OCC#N,rxn_3564
BrC1=NNN=C=N1,O[CH]C#N,BrC1=N[N]N=C=N1,OCC#N,rxn_3565
BrC1N=NN=C=N1,[O]CC#N,Br[C]1N=NN=C=N1,OCC#N,rxn_3566
BrC1N=NN=C=N1,O[CH]C#N,Br[C]1N=NN=C=N1,OCC#N,rxn_3567
[N-]1N=C=NC(=[NH+]1)Br,[O]CC#N,[N-]1N=C=NC(=[N+]1)Br,OCC#N,rxn_3568
[N-]1N=C=NC(=[NH+]1)Br,O[CH]C#N,[N-]1N=C=NC(=[N+]1)Br,OCC#N,rxn_3569
BrC1=N[N-][NH+]=C=N1,[O]CC#N,BrC1=N[N-][N+]=C=N1,OCC#N,rxn_3570
BrC1=N[N-][NH+]=C=N1,O[CH]C#N,BrC1=N[N-][N+]=C=N1,OCC#N,rxn_3571
[N-]1N=C(Br)NC#[N+]1,[O]CC#N,[N-]1N=C(Br)[N]C#[N+]1,OCC#N,rxn_3572
[N-]1N=C(Br)NC#[N+]1,O[CH]C#N,[N-]1N=C(Br)[N]C#[N+]1,OCC#N,rxn_3573
Brc1ncnnn1,N#C[CH]C#N,BrC1=NN=N[C]=N1,N#CCC#N,rxn_3574
BrC1=NNN=C=N1,N#C[CH]C#N,BrC1=N[N]N=C=N1,N#CCC#N,rxn_3575
BrC1N=NN=C=N1,N#C[CH]C#N,Br[C]1N=NN=C=N1,N#CCC#N,rxn_3576
[N-]1N=C=NC(=[NH+]1)Br,N#C[CH]C#N,[N-]1N=C=NC(=[N+]1)Br,N#CCC#N,rxn_3577
BrC1=N[N-][NH+]=C=N1,N#C[CH]C#N,BrC1=N[N-][N+]=C=N1,N#CCC#N,rxn_3578
[N-]1N=C(Br)NC#[N+]1,N#C[CH]C#N,[N-]1N=C(Br)[N]C#[N+]1,N#CCC#N,rxn_3579
Brc1ncnnn1,O1C=[C]N=N1,BrC1=NN=N[C]=N1,c1cnno1,rxn_3580
Brc1ncnnn1,O1[C]=CN=N1,BrC1=NN=N[C]=N1,c1cnno1,rxn_3581
BrC1=NNN=C=N1,O1C=[C]N=N1,BrC1=N[N]N=C=N1,c1cnno1,rxn_3582
BrC1=NNN=C=N1,O1[C]=CN=N1,BrC1=N[N]N=C=N1,c1cnno1,rxn_3583
BrC1N=NN=C=N1,O1C=[C]N=N1,Br[C]1N=NN=C=N1,c1cnno1,rxn_3584
BrC1N=NN=C=N1,O1[C]=CN=N1,Br[C]1N=NN=C=N1,c1cnno1,rxn_3585
[N-]1N=C=NC(=[NH+]1)Br,O1C=[C]N=N1,[N-]1N=C=NC(=[N+]1)Br,c1cnno1,rxn_3586
[N-]1N=C=NC(=[NH+]1)Br,O1[C]=CN=N1,[N-]1N=C=NC(=[N+]1)Br,c1cnno1,rxn_3587
BrC1=N[N-][NH+]=C=N1,O1C=[C]N=N1,BrC1=N[N-][N+]=C=N1,c1cnno1,rxn_3588
BrC1=N[N-][NH+]=C=N1,O1[C]=CN=N1,BrC1=N[N-][N+]=C=N1,c1cnno1,rxn_3589
[N-]1N=C(Br)NC#[N+]1,O1C=[C]N=N1,[N-]1N=C(Br)[N]C#[N+]1,c1cnno1,rxn_3590
[N-]1N=C(Br)NC#[N+]1,O1[C]=CN=N1,[N-]1N=C(Br)[N]C#[N+]1,c1cnno1,rxn_3591
Brc1ncnnn1,[C]1=NOC=N1,BrC1=NN=N[C]=N1,c1ncno1,rxn_3592
Brc1ncnnn1,C1=NO[C]=N1,BrC1=NN=N[C]=N1,c1ncno1,rxn_3593
BrC1=NNN=C=N1,[C]1=NOC=N1,BrC1=N[N]N=C=N1,c1ncno1,rxn_3594
BrC1=NNN=C=N1,C1=NO[C]=N1,BrC1=N[N]N=C=N1,c1ncno1,rxn_3595
BrC1N=NN=C=N1,[C]1=NOC=N1,Br[C]1N=NN=C=N1,c1ncno1,rxn_3596
BrC1N=NN=C=N1,C1=NO[C]=N1,Br[C]1N=NN=C=N1,c1ncno1,rxn_3597
[N-]1N=C=NC(=[NH+]1)Br,[C]1=NOC=N1,[N-]1N=C=NC(=[N+]1)Br,c1ncno1,rxn_3598
[N-]1N=C=NC(=[NH+]1)Br,C1=NO[C]=N1,[N-]1N=C=NC(=[N+]1)Br,c1ncno1,rxn_3599
BrC1=N[N-][NH+]=C=N1,[C]1=NOC=N1,BrC1=N[N-][N+]=C=N1,c1ncno1,rxn_3600
BrC1=N[N-][NH+]=C=N1,C1=NO[C]=N1,BrC1=N[N-][N+]=C=N1,c1ncno1,rxn_3601
[N-]1N=C(Br)NC#[N+]1,[C]1=NOC=N1,[N-]1N=C(Br)[N]C#[N+]1,c1ncno1,rxn_3602
[N-]1N=C(Br)NC#[N+]1,C1=NO[C]=N1,[N-]1N=C(Br)[N]C#[N+]1,c1ncno1,rxn_3603
Brc1ncnnn1,O1C=NN=[C]1,BrC1=NN=N[C]=N1,o1cnnc1,rxn_3604
BrC1=NNN=C=N1,O1C=NN=[C]1,BrC1=N[N]N=C=N1,o1cnnc1,rxn_3605
BrC1N=NN=C=N1,O1C=NN=[C]1,Br[C]1N=NN=C=N1,o1cnnc1,rxn_3606
[N-]1N=C=NC(=[NH+]1)Br,O1C=NN=[C]1,[N-]1N=C=NC(=[N+]1)Br,o1cnnc1,rxn_3607
BrC1=N[N-][NH+]=C=N1,O1C=NN=[C]1,BrC1=N[N-][N+]=C=N1,o1cnnc1,rxn_3608
[N-]1N=C(Br)NC#[N+]1,O1C=NN=[C]1,[N-]1N=C(Br)[N]C#[N+]1,o1cnnc1,rxn_3609
Brc1ncnnn1,O1[C]=NN=N1,BrC1=NN=N[C]=N1,c1nnno1,rxn_3610
BrC1=NNN=C=N1,O1[C]=NN=N1,BrC1=N[N]N=C=N1,c1nnno1,rxn_3611
BrC1N=NN=C=N1,O1[C]=NN=N1,Br[C]1N=NN=C=N1,c1nnno1,rxn_3612
[N-]1N=C=NC(=[NH+]1)Br,O1[C]=NN=N1,[N-]1N=C=NC(=[N+]1)Br,c1nnno1,rxn_3613
BrC1=N[N-][NH+]=C=N1,O1[C]=NN=N1,BrC1=N[N-][N+]=C=N1,c1nnno1,rxn_3614
[N-]1N=C(Br)NC#[N+]1,O1[C]=NN=N1,[N-]1N=C(Br)[N]C#[N+]1,c1nnno1,rxn_3615
Brc1ncnnn1,N1=C[C]=NO1,BrC1=NN=N[C]=N1,c1cnon1,rxn_3616
BrC1=NNN=C=N1,N1=C[C]=NO1,BrC1=N[N]N=C=N1,c1cnon1,rxn_3617
BrC1N=NN=C=N1,N1=C[C]=NO1,Br[C]1N=NN=C=N1,c1cnon1,rxn_3618
[N-]1N=C=NC(=[NH+]1)Br,N1=C[C]=NO1,[N-]1N=C=NC(=[N+]1)Br,c1cnon1,rxn_3619
BrC1=N[N-][NH+]=C=N1,N1=C[C]=NO1,BrC1=N[N-][N+]=C=N1,c1cnon1,rxn_3620
[N-]1N=C(Br)NC#[N+]1,N1=C[C]=NO1,[N-]1N=C(Br)[N]C#[N+]1,c1cnon1,rxn_3621
Brc1ncnnn1,O1N=N[C]=N1,BrC1=NN=N[C]=N1,n1ncno1,rxn_3622
BrC1=NNN=C=N1,O1N=N[C]=N1,BrC1=N[N]N=C=N1,n1ncno1,rxn_3623
BrC1N=NN=C=N1,O1N=N[C]=N1,Br[C]1N=NN=C=N1,n1ncno1,rxn_3624
[N-]1N=C=NC(=[NH+]1)Br,O1N=N[C]=N1,[N-]1N=C=NC(=[N+]1)Br,n1ncno1,rxn_3625
BrC1=N[N-][NH+]=C=N1,O1N=N[C]=N1,BrC1=N[N-][N+]=C=N1,n1ncno1,rxn_3626
[N-]1N=C(Br)NC#[N+]1,O1N=N[C]=N1,[N-]1N=C(Br)[N]C#[N+]1,n1ncno1,rxn_3627
Brc1ncnnn1,[C]#CC(=O)C#N,BrC1=NN=N[C]=N1,C#CC(=O)C#N,rxn_3628
BrC1=NNN=C=N1,[C]#CC(=O)C#N,BrC1=N[N]N=C=N1,C#CC(=O)C#N,rxn_3629
BrC1N=NN=C=N1,[C]#CC(=O)C#N,Br[C]1N=NN=C=N1,C#CC(=O)C#N,rxn_3630
[N-]1N=C=NC(=[NH+]1)Br,[C]#CC(=O)C#N,[N-]1N=C=NC(=[N+]1)Br,C#CC(=O)C#N,rxn_3631
BrC1=N[N-][NH+]=C=N1,[C]#CC(=O)C#N,BrC1=N[N-][N+]=C=N1,C#CC(=O)C#N,rxn_3632
[N-]1N=C(Br)NC#[N+]1,[C]#CC(=O)C#N,[N-]1N=C(Br)[N]C#[N+]1,C#CC(=O)C#N,rxn_3633
Brc1ncnnn1,O=C(C#N)[C]=O,BrC1=NN=N[C]=N1,O=C(C#N)C=O,rxn_3634
BrC1=NNN=C=N1,O=C(C#N)[C]=O,BrC1=N[N]N=C=N1,O=C(C#N)C=O,rxn_3635
BrC1N=NN=C=N1,O=C(C#N)[C]=O,Br[C]1N=NN=C=N1,O=C(C#N)C=O,rxn_3636
[N-]1N=C=NC(=[NH+]1)Br,O=C(C#N)[C]=O,[N-]1N=C=NC(=[N+]1)Br,O=C(C#N)C=O,rxn_3637
BrC1=N[N-][NH+]=C=N1,O=C(C#N)[C]=O,BrC1=N[N-][N+]=C=N1,O=C(C#N)C=O,rxn_3638
[N-]1N=C(Br)NC#[N+]1,O=C(C#N)[C]=O,[N-]1N=C(Br)[N]C#[N+]1,O=C(C#N)C=O,rxn_3639
Brc1ncnnn1,[C]#CC#CC#N,BrC1=NN=N[C]=N1,C#CC#CC#N,rxn_3640
BrC1=NNN=C=N1,[C]#CC#CC#N,BrC1=N[N]N=C=N1,C#CC#CC#N,rxn_3641
BrC1N=NN=C=N1,[C]#CC#CC#N,Br[C]1N=NN=C=N1,C#CC#CC#N,rxn_3642
[N-]1N=C=NC(=[NH+]1)Br,[C]#CC#CC#N,[N-]1N=C=NC(=[N+]1)Br,C#CC#CC#N,rxn_3643
